Geography,Timeframe,Week,Type,Average_Price,Total_Bulk_and_Bags_Units,4046_Units,4225_Units,4770_Units,TotalBagged_Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
West,Weekly,1/15/23 0:00,Organic,1.446366732,619096.45,238439.48,245153.08,22.06,135481.84,,,
Total U.S.,Weekly,1/15/23 0:00,Organic,1.313066367,2830956.98,753625.36,483831.39,4272.58,1589227.64,,,
Albany,Weekly,1/22/23 0:00,Conventional,1.042612878,158008.03,41289.33,91277.65,24.01,25417.04,,,
Atlanta,Weekly,1/22/23 0:00,Conventional,0.912181653,894618.21,603100.88,186955.99,125.24,104436.1,,,
Baltimore/Washington,Weekly,1/22/23 0:00,Conventional,1.010708481,1313428.32,447982.13,418772.29,1535.79,445138.11,,,
Birmingham/Montgomery,Weekly,1/22/23 0:00,Conventional,0.823086783,420645.63,281997.92,38238.08,71.31,100338.32,,,
Boise,Weekly,1/22/23 0:00,Conventional,1.090223419,107999.56,59617.25,26914.27,187.79,21280.25,,,
Boston,Weekly,1/22/23 0:00,Conventional,1.35159128,639476.99,75307.31,397040.59,70.17,167058.91,,,
Buffalo/Rochester,Weekly,1/22/23 0:00,Conventional,0.985016124,246507.89,56029.78,62484.57,1399.93,126593.61,,,
Charlotte,Weekly,1/22/23 0:00,Conventional,1.071813611,454227.37,204592,64387.46,704.31,184543.6,,,
Chicago,Weekly,1/22/23 0:00,Conventional,0.97092181,1185094.43,682651.56,111048.18,99794.62,291600.08,,,
Cincinnati/Dayton,Weekly,1/22/23 0:00,Conventional,1.011791594,328817.43,103822.54,169639.56,7596.54,47758.79,,,
Columbus,Weekly,1/22/23 0:00,Conventional,0.942737838,288945.14,198754.35,30375.82,6883.31,52931.65,,,
Dallas/Ft. Worth,Weekly,1/22/23 0:00,Conventional,0.705580868,1641721.15,737691.94,320517.25,34659.95,548852,,,
Denver,Weekly,1/22/23 0:00,Conventional,1.020585656,941748.19,332848.2,336004.1,18177.74,254718.14,,,
Detroit,Weekly,1/22/23 0:00,Conventional,0.939344967,503584.08,255328.91,75970.25,48038.58,124246.34,,,
Grand Rapids,Weekly,1/22/23 0:00,Conventional,1.040384022,199849.14,43362.02,53946.84,47919.45,54620.83,,,
Harrisburg/Scranton,Weekly,1/22/23 0:00,Conventional,0.970137851,483154.94,202159.33,108930.4,15224.4,156840.81,,,
Hartford/Springfield,Weekly,1/22/23 0:00,Conventional,1.254628282,395138.33,69626.96,220645.94,249.52,104615.91,,,
Houston,Weekly,1/22/23 0:00,Conventional,0.776833457,1157153.24,512744.66,338050.95,6944.58,299413.05,,,
Indianapolis,Weekly,1/22/23 0:00,Conventional,0.891292585,300685.21,176355.03,40994.84,12980.96,70354.38,,,
Jacksonville,Weekly,1/22/23 0:00,Conventional,0.883887839,312950.8,219013.32,4462.4,55.39,89419.69,,,
Las Vegas,Weekly,1/22/23 0:00,Conventional,0.937953519,418619.19,101334.46,140398.95,17178.73,159707.05,,,
Los Angeles,Weekly,1/22/23 0:00,Conventional,1.165821644,3057125.7,1670595.71,129531.94,593010.87,663987.19,,,
Louisville,Weekly,1/22/23 0:00,Conventional,0.963491246,153318.51,80834.53,31055.44,2469.47,38959.06,,,
Miami/Ft. Lauderdale,Weekly,1/22/23 0:00,Conventional,0.903954369,1298531.32,896628.62,37833.23,1745.46,362324.01,,,
Nashville,Weekly,1/22/23 0:00,Conventional,0.887950239,362171.32,213351.83,39643.17,168.4,109007.93,,,
Northern New England,Weekly,1/22/23 0:00,Conventional,1.048649728,650243.63,183182.77,383699.92,44.84,83316.11,,,
New Orleans/Mobile,Weekly,1/22/23 0:00,Conventional,0.767888086,329005.26,165589.3,5789.15,2177.6,155449.22,,,
New York,Weekly,1/22/23 0:00,Conventional,1.226549226,2249132.13,462691.89,1062807.74,30829.06,692803.44,,,
Orlando,Weekly,1/22/23 0:00,Conventional,0.840721031,784030.72,473137.73,14014.47,60.48,296818.04,,,
Peoria/Springfield,Weekly,1/22/23 0:00,Conventional,0.827695542,168358.25,100680.95,10185,6199.28,51293.02,,,
Philadelphia,Weekly,1/22/23 0:00,Conventional,1.000376831,728766.14,268672.78,197257.81,12488.21,250347.34,,,
Phoenix/Tucson,Weekly,1/22/23 0:00,Conventional,0.831097229,1331535.35,524531.4,560743.5,4192.32,242068.13,,,
Pittsburgh,Weekly,1/22/23 0:00,Conventional,0.918940431,232633.7,139252.87,17678.13,68.35,75634.35,,,
Portland,Weekly,1/22/23 0:00,Conventional,1.205438048,599110.13,338936.26,148935.77,27983.48,83254.62,,,
Providence,Weekly,1/22/23 0:00,Conventional,1.297378327,102377.6,18755.59,57731.78,31,25859.23,,,
Raleigh/Greensboro,Weekly,1/22/23 0:00,Conventional,1.068556673,500698.45,221203.6,74562.37,749.9,204182.59,,,
Richmond/Norfolk,Weekly,1/22/23 0:00,Conventional,1.004876939,348189.83,150632.3,86249,281.03,111027.5,,,
Roanoke,Weekly,1/22/23 0:00,Conventional,0.910396101,219854.89,122444.29,34182.54,485.85,62742.21,,,
Sacramento,Weekly,1/22/23 0:00,Conventional,1.443105681,421704.97,228436.24,97541.98,4897.1,90829.66,,,
San Diego,Weekly,1/22/23 0:00,Conventional,1.169285442,556762.64,326961.73,38880.33,70703.54,120217.03,,,
San Francisco,Weekly,1/22/23 0:00,Conventional,1.466826277,713555.51,465891,119032.37,7087.06,121545.09,,,
Seattle,Weekly,1/22/23 0:00,Conventional,1.465238387,517744.65,270651.91,138426.24,26700.42,81966.08,,,
South Carolina,Weekly,1/22/23 0:00,Conventional,0.943447841,649249.6,391770.83,79433.96,291.58,177753.23,,,
Spokane,Weekly,1/22/23 0:00,Conventional,1.225625066,78815.45,45965.62,18211.24,45.97,14592.62,,,
St. Louis,Weekly,1/22/23 0:00,Conventional,0.794225273,284949.83,172590.35,13138.82,20.65,99200.02,,,
Syracuse,Weekly,1/22/23 0:00,Conventional,0.941757034,118248.59,32639.44,42111.29,263.64,43234.23,,,
Tampa,Weekly,1/22/23 0:00,Conventional,0.856057927,802987.98,526803.29,18191.02,119.63,257874.03,,,
Toledo,Weekly,1/22/23 0:00,Conventional,0.92280653,154199.63,83385.94,29307.01,9312.37,32194.31,,,
West Tex/New Mexico,Weekly,1/22/23 0:00,Conventional,0.769109543,1011986.5,468908.95,156584.38,4252.76,382240.41,,,
Wichita,Weekly,1/22/23 0:00,Conventional,0.791711035,125082.82,72846.71,15189.49,61.43,36985.19,,,
California,Weekly,1/22/23 0:00,Conventional,1.244064363,5989217.17,3412092.4,595937.2,752062.88,1229124.68,,,
Great Lakes,Weekly,1/22/23 0:00,Conventional,0.937727878,4917536.94,2475152.72,929060.38,346740.27,1166583.57,,,
Midsouth,Weekly,1/22/23 0:00,Conventional,0.988634532,4888416.33,2233265.07,1044747.5,12048.75,1598355.01,,,
Northeast,Weekly,1/22/23 0:00,Conventional,1.143542574,6248780.22,1541575.77,2769360.83,32454.91,1905388.71,,,
Plains,Weekly,1/22/23 0:00,Conventional,0.92215412,2421680,1174757.91,404021.29,6244.7,836656.1,,,
South Central,Weekly,1/22/23 0:00,Conventional,0.748340002,6072823.78,2929565.46,973532.12,76086.45,2093639.76,,,
Southeast,Weekly,1/22/23 0:00,Conventional,0.879087625,6854738.43,4538599.54,462660.79,1259.94,1852218.15,,,
West,Weekly,1/22/23 0:00,Conventional,1.007404741,6872863.58,2997790.68,2212596.41,126104.98,1536371.5,,,
Total U.S.,Weekly,1/22/23 0:00,Conventional,0.98875437,44266056.45,21302799.54,9391916.54,1353002.88,12218337.49,,,
Albany,Weekly,1/22/23 0:00,Organic,1.672465274,3662.24,222.58,248.87,0,3190.79,,,
Atlanta,Weekly,1/22/23 0:00,Organic,1.042442063,80959.38,837.53,20822.97,0,59298.88,,,
Baltimore/Washington,Weekly,1/22/23 0:00,Organic,1.347386554,74735.33,925.25,9155.2,5.21,64649.67,,,
Birmingham/Montgomery,Weekly,1/22/23 0:00,Organic,0.919651037,20851.44,64.63,845.73,0,19941.08,,,
Boise,Weekly,1/22/23 0:00,Organic,1.595988309,6915.37,161.67,4024.47,0,2729.23,,,
Boston,Weekly,1/22/23 0:00,Organic,1.708938797,35125.21,311.22,1914.58,0,32899.41,,,
Buffalo/Rochester,Weekly,1/22/23 0:00,Organic,1.573176824,14656.49,473.68,74.72,0,14108.09,,,
Charlotte,Weekly,1/22/23 0:00,Organic,1.353521164,24024.96,209.05,1998.5,14.46,21802.96,,,
Chicago,Weekly,1/22/23 0:00,Organic,1.243555427,82771.79,2568.89,27983.76,0,52219.13,,,
Cincinnati/Dayton,Weekly,1/22/23 0:00,Organic,1.455028074,18324.58,57.57,7932.61,0,10334.41,,,
Columbus,Weekly,1/22/23 0:00,Organic,1.640108597,13628.39,3174.31,1693.51,0,8760.56,,,
Dallas/Ft. Worth,Weekly,1/22/23 0:00,Organic,1.169550623,54963.87,14553.66,1020.62,0,39389.59,,,
Denver,Weekly,1/22/23 0:00,Organic,1.020748047,72887.92,45722.06,826.91,0,26338.95,,,
Detroit,Weekly,1/22/23 0:00,Organic,1.460262827,20189.7,581.35,4671.18,0,14937.16,,,
Grand Rapids,Weekly,1/22/23 0:00,Organic,1.391408546,7063.16,215.48,436.05,0,6411.62,,,
Harrisburg/Scranton,Weekly,1/22/23 0:00,Organic,1.381655524,19880.11,438.62,549.54,0,18891.95,,,
Hartford/Springfield,Weekly,1/22/23 0:00,Organic,1.564837512,25424.02,524.24,3719.96,4.95,21174.86,,,
Houston,Weekly,1/22/23 0:00,Organic,0.967491091,34427.63,9319.32,454.61,0,24653.7,,,
Indianapolis,Weekly,1/22/23 0:00,Organic,1.34870152,12752.73,2077.43,1548.62,0,9126.68,,,
Jacksonville,Weekly,1/22/23 0:00,Organic,1.246198465,10529.79,173.88,277.74,0,10078.17,,,
Las Vegas,Weekly,1/22/23 0:00,Organic,1.184812808,20767.24,4662.59,3738.84,0,12365.82,,,
Los Angeles,Weekly,1/22/23 0:00,Organic,1.53477078,186666.82,74933.11,5253.64,3889.81,102590.25,,,
Louisville,Weekly,1/22/23 0:00,Organic,1.619002341,8203.77,2093.7,1228.75,0,4881.33,,,
Miami/Ft. Lauderdale,Weekly,1/22/23 0:00,Organic,1.249116022,50059.52,2624.89,704.95,0,46729.68,,,
Nashville,Weekly,1/22/23 0:00,Organic,1.566140585,24348.4,5315.16,4659.06,0,14374.17,,,
Northern New England,Weekly,1/22/23 0:00,Organic,1.914222082,14015.18,2109.74,351.13,0,11554.3,,,
New Orleans/Mobile,Weekly,1/22/23 0:00,Organic,1.443449465,9793.88,418.51,123.08,0,9252.3,,,
New York,Weekly,1/22/23 0:00,Organic,1.542931729,134045.02,8452.95,16467.37,467.15,108657.55,,,
Orlando,Weekly,1/22/23 0:00,Organic,1.145356451,33729.35,454.25,558.29,0,32716.81,,,
Peoria/Springfield,Weekly,1/22/23 0:00,Organic,1.266941503,7072.4,440.48,907.02,0,5724.89,,,
Philadelphia,Weekly,1/22/23 0:00,Organic,1.421529215,37090.19,1440.9,3608.89,1.03,32039.37,,,
Phoenix/Tucson,Weekly,1/22/23 0:00,Organic,1.257428513,30207.95,10430.45,7316.63,0,12460.87,,,
Pittsburgh,Weekly,1/22/23 0:00,Organic,1.237396728,13621.1,2816.53,294.91,0,10509.66,,,
Portland,Weekly,1/22/23 0:00,Organic,1.776717781,41054.56,5.68,26853.04,0,14195.84,,,
Providence,Weekly,1/22/23 0:00,Organic,1.583246773,5535.44,26.8,24.42,0,5484.23,,,
Raleigh/Greensboro,Weekly,1/22/23 0:00,Organic,1.401158616,31114.83,616.07,1842.75,18.28,28637.72,,,
Richmond/Norfolk,Weekly,1/22/23 0:00,Organic,1.242879718,33029.07,1427.87,2983.39,4.01,28613.8,,,
Roanoke,Weekly,1/22/23 0:00,Organic,1.372857917,15905.75,1053.14,2417.11,0,12435.5,,,
Sacramento,Weekly,1/22/23 0:00,Organic,1.136249284,41044.74,6283.92,1402.75,0,33358.07,,,
San Diego,Weekly,1/22/23 0:00,Organic,1.779978789,28891.13,13354.88,1033.03,278.31,14224.91,,,
San Francisco,Weekly,1/22/23 0:00,Organic,1.859505756,66144.51,23385.17,3378.74,0,39380.6,,,
Seattle,Weekly,1/22/23 0:00,Organic,2.026588439,74572.27,853.01,57422.52,4.32,16292.42,,,
South Carolina,Weekly,1/22/23 0:00,Organic,1.152588917,47206.68,606.27,5165.52,7.47,41427.43,,,
Spokane,Weekly,1/22/23 0:00,Organic,1.72562246,4905.2,63.93,2005.18,0,2836.08,,,
St. Louis,Weekly,1/22/23 0:00,Organic,1.322419574,13479.94,1851.23,2830.26,0,8798.45,,,
Syracuse,Weekly,1/22/23 0:00,Organic,1.485418524,6546.05,257.33,78.4,0,6210.31,,,
Tampa,Weekly,1/22/23 0:00,Organic,1.145965466,26778.43,398.2,313.22,0,26067.01,,,
Toledo,Weekly,1/22/23 0:00,Organic,1.526996909,5442.99,898.49,646.75,0,3897.75,,,
West Tex/New Mexico,Weekly,1/22/23 0:00,Organic,1.254534855,37333.55,13039.66,2022.32,0,22271.56,,,
Wichita,Weekly,1/22/23 0:00,Organic,1.10693993,5307.81,1942.66,4.85,0,3360.3,,,
California,Weekly,1/22/23 0:00,Organic,1.545975213,403966.99,145421.31,13392.86,4337.54,240815.27,,,
Great Lakes,Weekly,1/22/23 0:00,Organic,1.369385263,231299.51,19628.49,56331.6,0,155339.42,,,
Midsouth,Weekly,1/22/23 0:00,Organic,1.374892194,309825.06,16136.66,36704.27,61.27,256922.86,,,
Northeast,Weekly,1/22/23 0:00,Organic,1.527684113,329235.12,16037.74,23482.07,21.12,289694.2,,,
Plains,Weekly,1/22/23 0:00,Organic,1.255347587,85540.41,13709.45,12989.04,0,58841.92,,,
South Central,Weekly,1/22/23 0:00,Organic,1.192169406,205309.76,49426.39,6639.23,0,149244.13,,,
Southeast,Weekly,1/22/23 0:00,Organic,1.1113196,363033.19,7267.54,35449.91,8.23,320307.51,,,
West,Weekly,1/22/23 0:00,Organic,1.424540748,404598.35,104838.94,133933.11,4.65,165821.65,,,
Total U.S.,Weekly,1/22/23 0:00,Organic,1.372664863,2332808.39,372466.52,318922.1,4432.81,1636986.96,,,
Albany,Weekly,1/29/23 0:00,Conventional,1.010723312,132664.52,31427.04,75269.01,34.98,25933.49,,,
Atlanta,Weekly,1/29/23 0:00,Conventional,0.885213692,944121.07,670921.96,153647.42,97.85,119453.85,,,
Baltimore/Washington,Weekly,1/29/23 0:00,Conventional,1.032864138,1275753.01,427926.2,420197.31,1498.39,426131.1,,,
Birmingham/Montgomery,Weekly,1/29/23 0:00,Conventional,0.826923499,419650.33,294820.84,35836.2,40.86,88952.43,,,
Boise,Weekly,1/29/23 0:00,Conventional,1.032774622,120295.42,58410.72,41190.29,132.98,20561.43,,,
Boston,Weekly,1/29/23 0:00,Conventional,1.226853968,652085.41,67377.78,428040.39,165.1,156502.14,,,
Buffalo/Rochester,Weekly,1/29/23 0:00,Conventional,0.962972668,254823.2,73381.92,57874.62,1229.69,122336.97,,,
Charlotte,Weekly,1/29/23 0:00,Conventional,1.066190118,446055.37,203418.89,65404.09,703.79,176528.6,,,
Chicago,Weekly,1/29/23 0:00,Conventional,0.924463362,1298891.89,781936.85,154836.18,78155.19,283963.67,,,
Cincinnati/Dayton,Weekly,1/29/23 0:00,Conventional,1.184061941,343184.5,108675.34,178701.78,4881.57,50925.81,,,
Columbus,Weekly,1/29/23 0:00,Conventional,0.979434746,290174.1,189991.34,40473.19,4325.03,55384.54,,,
Dallas/Ft. Worth,Weekly,1/29/23 0:00,Conventional,0.753797196,1584881.74,789699.12,203703.36,68143.48,523335.78,,,
Denver,Weekly,1/29/23 0:00,Conventional,0.96370019,1027588.37,312134.99,447013.42,19429.92,249010.05,,,
Detroit,Weekly,1/29/23 0:00,Conventional,0.93650545,532147.96,319163.74,59623.76,28079.82,125280.63,,,
Grand Rapids,Weekly,1/29/23 0:00,Conventional,1.105141827,194563.41,73672.74,37412.34,24799.1,58679.22,,,
Harrisburg/Scranton,Weekly,1/29/23 0:00,Conventional,0.966257297,489256.06,208447.82,111352.54,15485.38,153970.32,,,
Hartford/Springfield,Weekly,1/29/23 0:00,Conventional,1.226823853,429280.51,75886.31,248959.5,402.77,104031.93,,,
Houston,Weekly,1/29/23 0:00,Conventional,0.754748118,1110277.8,630578.97,195562.39,11241.35,272895.08,,,
Indianapolis,Weekly,1/29/23 0:00,Conventional,0.899437369,305895.58,183741.08,47606.38,7848.42,66699.71,,,
Jacksonville,Weekly,1/29/23 0:00,Conventional,0.887940749,312794.91,217801.29,8047.92,14.6,86931.1,,,
Las Vegas,Weekly,1/29/23 0:00,Conventional,0.923607875,419357.11,160221.6,116601.63,8122.63,134411.25,,,
Los Angeles,Weekly,1/29/23 0:00,Conventional,1.09449913,3105559.46,1670955.71,49790.45,661507.17,723306.12,,,
Louisville,Weekly,1/29/23 0:00,Conventional,0.958930061,164625.57,96921.13,27681.46,1577.68,38445.3,,,
Miami/Ft. Lauderdale,Weekly,1/29/23 0:00,Conventional,0.904581522,1304228.44,930322.38,45182.59,1674.45,327049.02,,,
Nashville,Weekly,1/29/23 0:00,Conventional,0.900109872,367854.96,228706.18,38181.75,39.07,100927.95,,,
Northern New England,Weekly,1/29/23 0:00,Conventional,1.039299658,485556.35,120807.77,284308.44,141.66,80298.48,,,
New Orleans/Mobile,Weekly,1/29/23 0:00,Conventional,0.775010594,347289.03,191518.3,6101.94,5770.51,143898.29,,,
New York,Weekly,1/29/23 0:00,Conventional,1.174895355,2609750.81,469547.56,1410163.7,26269.61,703769.95,,,
Orlando,Weekly,1/29/23 0:00,Conventional,0.845677253,789610.67,483544.49,19277.47,25.51,286763.2,,,
Peoria/Springfield,Weekly,1/29/23 0:00,Conventional,0.828180856,172673.2,104806.01,12680.31,3868.75,51318.12,,,
Philadelphia,Weekly,1/29/23 0:00,Conventional,0.99387008,796773.48,273735.93,263401.38,12197.83,247438.35,,,
Phoenix/Tucson,Weekly,1/29/23 0:00,Conventional,0.804582855,1368580.95,756760.65,397154.5,4665.08,210000.71,,,
Pittsburgh,Weekly,1/29/23 0:00,Conventional,1.103690818,186734.1,99283.54,17883.06,41.14,69526.36,,,
Portland,Weekly,1/29/23 0:00,Conventional,1.162622585,655494.12,253247.01,281440.12,30976.6,89830.39,,,
Providence,Weekly,1/29/23 0:00,Conventional,1.199331066,112063.79,20155.73,66874.91,57.36,24975.78,,,
Raleigh/Greensboro,Weekly,1/29/23 0:00,Conventional,1.057099609,499155,222751.84,76025.94,685.29,199691.93,,,
Richmond/Norfolk,Weekly,1/29/23 0:00,Conventional,0.982923732,357540.17,160830.69,92359.31,288.7,104061.46,,,
Roanoke,Weekly,1/29/23 0:00,Conventional,0.876967939,224818.3,128427.54,36913.7,590.27,58886.79,,,
Sacramento,Weekly,1/29/23 0:00,Conventional,1.178354201,514798.94,299177.1,93423.74,4332.27,117865.83,,,
San Diego,Weekly,1/29/23 0:00,Conventional,1.032617321,562601.32,352215.75,14657.53,73805.15,121922.9,,,
San Francisco,Weekly,1/29/23 0:00,Conventional,1.041987296,959288.24,743412.27,83155.43,5678.65,127041.89,,,
Seattle,Weekly,1/29/23 0:00,Conventional,1.333286651,590187.98,221394.27,267332.99,24547.21,76913.51,,,
South Carolina,Weekly,1/29/23 0:00,Conventional,0.935403454,642783.71,386629.98,75707.09,294.9,180151.75,,,
Spokane,Weekly,1/29/23 0:00,Conventional,1.145316805,85531.04,38098.62,33111.16,27.68,14293.58,,,
St. Louis,Weekly,1/29/23 0:00,Conventional,0.836061285,279223.99,172989.76,13849.76,81.94,92302.53,,,
Syracuse,Weekly,1/29/23 0:00,Conventional,0.940095241,109966.3,31726.5,37570.65,319.08,40350.07,,,
Tampa,Weekly,1/29/23 0:00,Conventional,0.865796294,811209.06,546140.67,23806.13,42.52,241219.73,,,
Toledo,Weekly,1/29/23 0:00,Conventional,0.928051031,158176.95,84045.84,36245.49,5619.56,32266.06,,,
West Tex/New Mexico,Weekly,1/29/23 0:00,Conventional,0.790436495,928592.3,455899.3,124597.27,3851.86,344243.87,,,
Wichita,Weekly,1/29/23 0:00,Conventional,0.776208187,125701.77,76832.29,13818.09,60.51,34990.89,,,
California,Weekly,1/29/23 0:00,Conventional,1.083915866,6556230.64,3994219.82,398959.52,824694.52,1338356.77,,,
Great Lakes,Weekly,1/29/23 0:00,Conventional,0.946974033,5096527.3,2720602.62,980440.19,221733.9,1173750.59,,,
Midsouth,Weekly,1/29/23 0:00,Conventional,0.990323902,4892089.7,2286620.32,1059823.23,10225.49,1535420.65,,,
Northeast,Weekly,1/29/23 0:00,Conventional,1.103640623,6630718.49,1486119.74,3232353.48,32666.18,1879579.08,,,
Plains,Weekly,1/29/23 0:00,Conventional,0.90033418,2483020.56,1216489.99,447298.49,7466.12,811765.97,,,
South Central,Weekly,1/29/23 0:00,Conventional,0.753102575,5899985.45,3125435.71,652105.46,125496.01,1996948.28,,,
Southeast,Weekly,1/29/23 0:00,Conventional,0.876486311,6938260.26,4734564.35,440475.73,973.51,1762246.66,,,
West,Weekly,1/29/23 0:00,Conventional,0.965985793,7243743.07,3247331.76,2428312.16,121738.29,1446360.86,,,
Total U.S.,Weekly,1/29/23 0:00,Conventional,0.958729753,45740575.45,22811384.31,9639768.27,1344994.02,11944428.85,,,
Albany,Weekly,1/29/23 0:00,Organic,1.605191158,4626.2,298.32,362.83,0,3965.06,,,
Atlanta,Weekly,1/29/23 0:00,Organic,1.030719152,76060.67,333.36,19467.31,0,56260,,,
Baltimore/Washington,Weekly,1/29/23 0:00,Organic,1.382273466,74291.39,955.6,9617.05,3.12,63715.62,,,
Birmingham/Montgomery,Weekly,1/29/23 0:00,Organic,0.961315347,20808.34,108.94,715.34,0,19984.06,,,
Boise,Weekly,1/29/23 0:00,Organic,1.413663189,8730.05,846.75,3349.48,0,4533.82,,,
Boston,Weekly,1/29/23 0:00,Organic,1.66191323,34067.1,277.31,1800.31,0,31989.48,,,
Buffalo/Rochester,Weekly,1/29/23 0:00,Organic,1.569808849,14016.18,521.79,101.53,0,13392.86,,,
Charlotte,Weekly,1/29/23 0:00,Organic,1.343895341,22980.84,462.5,2284.18,14.46,20219.7,,,
Chicago,Weekly,1/29/23 0:00,Organic,1.311313759,67775.02,3397.17,14825.6,0,49552.24,,,
Cincinnati/Dayton,Weekly,1/29/23 0:00,Organic,1.487823566,15707.5,65.68,7203.79,0,8438.03,,,
Columbus,Weekly,1/29/23 0:00,Organic,1.629927504,14450.28,3837.22,1217.72,0,9395.34,,,
Dallas/Ft. Worth,Weekly,1/29/23 0:00,Organic,1.166189188,60232.92,16089.56,1002.38,0,43140.99,,,
Denver,Weekly,1/29/23 0:00,Organic,1.024946538,65684.74,27788.84,803.95,0,37091.95,,,
Detroit,Weekly,1/29/23 0:00,Organic,1.462078371,21474.62,691.05,5449.16,0,15334.42,,,
Grand Rapids,Weekly,1/29/23 0:00,Organic,1.298392261,8363.49,210.71,2237.76,0,5915.02,,,
Harrisburg/Scranton,Weekly,1/29/23 0:00,Organic,1.368847891,18650.13,301.72,470.93,0,17877.48,,,
Hartford/Springfield,Weekly,1/29/23 0:00,Organic,1.60467734,23073.16,472.86,3519.81,0.99,19079.5,,,
Houston,Weekly,1/29/23 0:00,Organic,1.049737383,29720.4,9360.77,431.5,0,19928.13,,,
Indianapolis,Weekly,1/29/23 0:00,Organic,1.326716844,12341.05,2551.22,702.55,0,9087.28,,,
Jacksonville,Weekly,1/29/23 0:00,Organic,1.188491104,11970.86,205.29,158.15,0,11607.41,,,
Las Vegas,Weekly,1/29/23 0:00,Organic,1.125851674,22902.41,4322.7,4126.09,0,14453.62,,,
Los Angeles,Weekly,1/29/23 0:00,Organic,1.703794385,174801.11,67918.57,4276.32,4047.97,98558.26,,,
Louisville,Weekly,1/29/23 0:00,Organic,1.73418207,8007.81,3331.73,496.37,0,4179.71,,,
Miami/Ft. Lauderdale,Weekly,1/29/23 0:00,Organic,1.248651514,47786.5,2425.35,782.52,0,44578.64,,,
Nashville,Weekly,1/29/23 0:00,Organic,1.58970523,21750.44,6047.13,1416.75,0,14286.56,,,
Northern New England,Weekly,1/29/23 0:00,Organic,1.668179928,17034.57,1780.93,285.31,0,14968.34,,,
New Orleans/Mobile,Weekly,1/29/23 0:00,Organic,0.870947749,28655.94,220.17,103.05,0,28332.72,,,
New York,Weekly,1/29/23 0:00,Organic,1.587671501,122976.6,7070.24,16534.06,1752.12,97620.17,,,
Orlando,Weekly,1/29/23 0:00,Organic,1.214950694,33121.6,473.41,193.09,0,32455.09,,,
Peoria/Springfield,Weekly,1/29/23 0:00,Organic,1.28268964,6468.94,424.46,588.46,0,5456.02,,,
Philadelphia,Weekly,1/29/23 0:00,Organic,1.46681168,35336.7,1138.47,4504.09,1.03,29693.12,,,
Phoenix/Tucson,Weekly,1/29/23 0:00,Organic,1.105755456,40745.18,9239.72,7812.48,0,23692.98,,,
Pittsburgh,Weekly,1/29/23 0:00,Organic,1.370641563,12664.45,1897,284.23,0,10483.22,,,
Portland,Weekly,1/29/23 0:00,Organic,1.70491109,44585.52,33.79,25739.01,0,18812.72,,,
Providence,Weekly,1/29/23 0:00,Organic,1.567064447,5232.67,40.4,1.11,0,5191.15,,,
