INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,TUITIONFEE_IN,TUITIONFEE_OUT,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10
Wor-Wic Community College,Salisbury,MD,21804-7131,Middle States Commission on Higher Education,www.worwic.edu/,1,1,2,2,1,24,2,41,38.373723,-75.499659,NA,NA,1886,NA,0.5514,0.2815,0.0636,0.0186,0.0021,0.0011,3624,8280,3500,7828,3500,31400,36748
Hult International Business School,Cambridge,MA,2141,New England Commission on Higher Education,www.hult.edu/,1,1,3,4,2,25,1,12,42.369968,-71.070645,0.4774,NA,682,NA,0.0103,0.0117,0.0411,0.0044,0.0015,0.0015,50825,50825,11000,PS,PS,NA,
American International College,Springfield,MA,1109,New England Commission on Higher Education,www.aic.edu/,1,1,3,4,2,25,1,12,42.112346,-72.558338,0.8936,NA,1142,NA,0.3494,0.2653,0.2373,0.014,0.0026,0.0158,40550,40550,21063,27000,8250,50000,53124
Amherst College,Amherst,MA,01002-5000,New England Commission on Higher Education,www.amherst.edu/,1,1,3,3,2,25,1,21,42.372459,-72.518493,0.0726,1513,1898,NA,0.3815,0.108,0.1586,0.1391,0.0021,0.0021,64100,64100,12000,13740,9254,83300,77644
Anna Maria College,Paxton,MA,01612-1198,New England Commission on Higher Education,www.annamaria.edu/,1,1,3,4,2,25,1,41,42.330542,-71.91896,0.6958,NA,991,NA,0.5348,0.1231,0.1221,0.0131,0.0071,0.001,41010,41010,17500,25000,9500,48100,46651
Assabet Valley Regional Technical School,Marlborough,MA,1752,Accreditation Commission for Education in Nursing,www.assabet.org/,1,1,1,1,1,25,1,21,42.36775,-71.567281,0.4737,NA,54,NA,0.3704,0.4259,0.1111,0.037,0.0185,0,NA,NA,9500,9500,PS,41500,
Assumption University,Worcester,MA,01609-1296,New England Commission on Higher Education,https://www.assumption.edu/,1,1,3,4,2,25,1,12,42.294226,-71.828991,0.823,NA,1676,NA,0.7411,0.0549,0.1032,0.0268,0.0018,0,47508,47508,24250,27000,7625,61300,74895
Babson College,Wellesley,MA,02457-0310,New England Commission on Higher Education,www.babson.edu/,1,1,3,4,2,25,1,21,42.297017,-71.264057,0.2235,1434,2709,NA,0.3119,0.0443,0.1558,0.1322,0.0011,0,54944,54944,19000,20000,5500,113300,123938
Bancroft School of Massage Therapy,Worcester,MA,1604,Accrediting Commission of Career Schools and Colleges,https://www.bancroftsmt.com/,1,1,1,1,3,25,1,12,42.268973,-71.778113,NA,NA,26,NA,0.8077,0.0769,0.1154,0,0,0,NA,NA,7600,PS,PS,PS,
Boston Baptist College,Boston,MA,02136-4030,Transnational Association of Christian Colleges and Schools,www.boston.edu/,1,1,3,3,2,25,1,11,42.254037,-71.1103,1,NA,39,NA,0.7692,0.0769,0.1282,0.0256,0,0,12600,12600,,,PS,37500,34159
Bay Path University,Longmeadow,MA,1106,New England Commission on Higher Education,www.baypath.edu/,1,1,3,4,2,25,1,21,42.055088,-72.583382,0.7563,1080,1263,NA,0.4513,0.1251,0.2383,0.0238,0.0008,0,35781,35781,19100,24901,11000,44800,55383
Bay State College,Boston,MA,2116,NA,https://www.baystate.edu/,1,1,2,3,3,25,1,11,42.350966,-71.071615,0.4771,NA,223,NA,0.4574,0.2466,0.148,0.0493,0.009,0.0045,29500,29500,20965,25813,12000,34000,45230
Bentley University,Waltham,MA,02452-4705,New England Commission on Higher Education,www.bentley.edu/,1,1,3,4,2,25,1,13,42.385995,-71.222839,0.5788,1346,4070,NA,0.5705,0.0405,0.1125,0.0963,0.0017,0.0002,56500,56500,24007,25023,11250,95400,120959
Berklee College of Music,Boston,MA,2215,New England Commission on Higher Education,www.berklee.edu/,1,1,3,4,2,25,1,11,42.346646,-71.089405,0.5423,NA,7395,NA,0.4057,0.0596,0.1187,0.0565,0.0015,0.0016,48330,48330,15750,25000,11000,38300,33647
Berkshire Community College,Pittsfield,MA,01201-5786,New England Commission on Higher Education,www.berkshirecc.edu/,1,1,2,2,1,25,1,41,42.45975,-73.314704,NA,NA,1092,NA,0.6648,0.1016,0.12,0.0165,0.0073,0.0009,5492,11520,8250,12053,5500,34900,38832
Empire Beauty School-Boston,Boston,MA,2111,NA,www.empire.edu/,0,8,1,1,3,25,1,11,42.354683,-71.062722,NA,NA,66,NA,0.0455,0.3939,0.1667,0.0152,0,0,NA,NA,6633,10667,4750,19900,22377
Boston Architectural College,Boston,MA,02115-2703,New England Commission on Higher Education,www.the-bac.edu/,1,1,3,4,2,25,1,11,42.348467,-71.085786,NA,NA,259,NA,0.3938,0.0618,0.1737,0.0541,0.0039,0,22144,22144,24750,37250,14344,50900,62123
Boston Graduate School of Psychoanalysis Inc,Brookline,MA,2446,New England Commission on Higher Education,https://www.bgsp.edu/,1,1,4,4,2,25,1,21,42.33912,-71.133151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,NA,
Boston College,Chestnut Hill,MA,2467,New England Commission on Higher Education,www.bc.edu/,1,1,3,4,2,25,1,13,42.336213,-71.169242,0.1666,1500,9751,NA,0.5841,0.0498,0.112,0.1141,0.0012,0.0004,64176,64176,17962,19000,6750,92500,103937
Boston University,Boston,MA,2215,New England Commission on Higher Education,www.bu.edu/,1,1,3,4,2,25,1,11,42.351118,-71.107942,0.1437,1454,17668,NA,0.3333,0.0498,0.1077,0.1979,0.0003,0.0008,62360,62360,21500,23250,12000,75900,83238
Brandeis University,Waltham,MA,02454-9110,New England Commission on Higher Education,https://www.brandeis.edu/,1,1,3,4,2,25,1,13,42.365727,-71.260155,0.3941,1473,3675,NA,0.4242,0.0599,0.0814,0.1709,0.0005,0.0005,62322,62322,23250,25648,10380,69000,77231
Bridgewater State University,Bridgewater,MA,2325,New England Commission on Higher Education,www.bridgew.edu/,1,1,3,4,1,25,1,21,41.98749,-70.974553,0.8771,1110,7911,NA,0.7033,0.1092,0.0948,0.021,0.001,0.0005,11051,17191,18746,24286,10760,47900,57466
Bristol Community College,Fall River,MA,02720-7395,New England Commission on Higher Education,www.bristolcc.edu/,1,1,2,2,1,25,1,21,41.721994,-71.119133,NA,NA,4920,NA,0.6014,0.1197,0.1321,0.0226,0.0018,0.0016,5280,10224,5250,8243,4122,35100,38663
Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,02302-1905,Accreditation Commission for Education in Nursing,www.bhson.org/,1,1,1,1,2,25,1,21,42.088032,-70.992764,0.0909,NA,150,NA,0.6267,0.1933,0.04,0.0067,0,0,NA,NA,15555,20000,9500,61800,88084
Bunker Hill Community College,Boston,MA,02129-2925,New England Commission on Higher Education,www.bhcc.edu/,1,1,2,2,1,25,1,11,42.374806,-71.069263,NA,NA,7260,NA,0.1552,0.2194,0.299,0.089,0.0017,0.0006,5280,10224,5500,10500,5000,39500,47618
Cambridge College,Boston,MA,2129,New England Commission on Higher Education,www.cambridgecollege.edu/,1,1,3,4,2,25,1,11,42.381091,-71.072646,NA,NA,656,NA,0.3125,0.2805,0.3125,0.0274,0.003,0,17190,17190,14917,21791,9500,40000,45998
Cape Cod Community College,West Barnstable,MA,02668-1599,New England Commission on Higher Education,www.capecod.edu/,1,1,2,2,1,25,1,13,41.691911,-70.337334,NA,NA,1998,NA,0.6787,0.1006,0.1176,0.023,0.003,0.001,5592,10536,6443,12000,5500,35900,43670
Catherine Hinds Institute of Esthetics,Woburn,MA,01801-6819,Accrediting Commission of Career Schools and Colleges,www.catherinehinds.edu/,1,1,1,1,3,25,1,21,42.493212,-71.13715,NA,NA,186,NA,0.5914,0.0215,0.2366,0.043,0,0,NA,NA,5500,6233,4094,35600,
Laboure College of Healthcare,Milton,MA,2186,New England Commission on Higher Education,https://www.laboure.edu/,1,1,2,3,2,25,1,21,42.260866,-71.058279,0.3883,NA,962,NA,0.341,0.4158,0.1341,0.0312,0,0.0021,32813,32813,15998,25250,10500,58900,62200
Clark University,Worcester,MA,01610-1477,New England Commission on Higher Education,www.clarku.edu/,1,1,3,4,2,25,1,12,42.249987,-71.823356,0.5032,1373,2363,NA,0.6251,0.047,0.1016,0.0677,0.0008,0.0008,52352,52352,22141,26759,8750,54700,62381
Conway School of Landscape Design,Northampton,MA,1060,New England Commission on Higher Education,www.csld.edu/,1,1,4,4,2,25,1,21,42.313857,-72.64875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Curry College,Milton,MA,02186-2395,New England Commission on Higher Education,https://www.curry.edu/,1,1,3,4,2,25,1,21,42.238061,-71.116539,0.8752,NA,1804,NA,0.6425,0.1341,0.0953,0.0238,0.0017,0.0011,44920,44920,18320,25000,5500,51100,54400
Lincoln Technical Institute-Somerville,Somerville,MA,2145,NA,www.lincolntech.edu/campus/somerville-ma,0,7,1,1,3,25,1,21,42.390826,-71.082082,NA,NA,399,NA,0.0476,0.1529,0.1905,0.0075,0,0,NA,NA,9000,10521,4750,29600,31914
Dean College,Franklin,MA,02038-1941,New England Commission on Higher Education,www.dean.edu/,1,1,3,3,2,25,1,21,42.085634,-71.397813,0.7595,NA,1180,NA,0.6127,0.1237,0.1169,0.0144,0.0034,0,43400,43400,12000,25000,5500,38100,38109
Diman Regional Technical Institute,Fall River,MA,2720,Council on Occupational Education,www.dimanregional.org/,1,1,1,1,1,25,1,21,41.718422,-71.155011,1,NA,44,NA,0.4773,0.2727,0.1591,0.0682,0.0227,0,NA,NA,5745,10015,4750,PS,
National Aviation Academy of New England,Concord,MA,1742,Accrediting Commission of Career Schools and Colleges,www.naa.edu/,1,1,1,1,3,25,1,21,42.462164,-71.387244,NA,NA,202,NA,0.396,0.2772,0.2475,0.0248,0.005,0,NA,NA,14750,21198,5500,60500,59009
Eastern Nazarene College,Quincy,MA,02170-2999,New England Commission on Higher Education,https://www.enc.edu/,1,1,3,4,2,25,1,21,42.271228,-71.011079,0.6192,1035,408,NA,0.3873,0.1593,0.2108,0.0221,0.0025,0,27990,27990,19500,26000,11000,46100,54727
Emerson College,Boston,MA,02116-4624,New England Commission on Higher Education,www.emerson.edu/,1,1,3,4,2,25,1,11,42.352202,-71.065384,0.4275,1373,4147,NA,0.5541,0.0485,0.1138,0.0552,0.0002,0.0005,53232,53232,19000,23000,7500,51200,62832
Emmanuel College,Boston,MA,2115,New England Commission on Higher Education,www.emmanuel.edu/,1,1,3,4,2,25,1,11,42.340602,-71.103634,0.7969,1233,1855,NA,0.6776,0.0636,0.1229,0.0474,0.0005,0.0016,44908,44908,22969,27000,8250,54400,68245
Endicott College,Beverly,MA,1915,New England Commission on Higher Education,www.endicott.edu/,1,1,3,4,2,25,1,21,42.553296,-70.840847,0.7331,1205,2999,NA,0.8479,0.0147,0.0504,0.0147,0.0007,0.0003,37776,37776,23250,27000,5500,56200,58336
Rob Roy Academy-Fall River,Fall River,MA,02720-3445,National Accrediting Commission of Career Arts and Sciences,www.rob-roy.com/,1,1,1,1,3,25,1,21,41.698905,-71.157664,NA,NA,32,NA,0.5938,0.25,0.0938,0.0313,0,0,NA,NA,5500,6333,3166,21400,32113
Fisher College,Boston,MA,2116,New England Commission on Higher Education,www.fisher.edu/,1,1,3,4,2,25,1,11,42.355253,-71.074125,0.7423,NA,1131,NA,0.1963,0.1247,0.1768,0.0168,0.0009,0.0009,34150,34150,12500,25000,8225,39600,49669
Fitchburg State University,Fitchburg,MA,01420-2697,New England Commission on Higher Education,www.fitchburgstate.edu/,1,1,3,4,1,25,1,22,42.588298,-71.789666,0.8606,1124,2911,NA,0.6245,0.1271,0.158,0.0292,0.0024,0.0003,10921,17001,18220,24239,9750,47400,53874
Framingham State University,Framingham,MA,01701-9101,New England Commission on Higher Education,www.framingham.edu/,1,1,3,4,1,25,1,13,42.297116,-71.437565,0.8741,1105,2712,NA,0.5468,0.1696,0.1954,0.0336,0.0018,0,11380,17460,17224,25000,9250,49000,52349
Benjamin Franklin Cummings Institute of Technology,Boston,MA,2116,New England Commission on Higher Education,www.bfit.edu/,1,1,1,3,2,25,1,11,42.346023,-71.070231,NA,NA,438,NA,0.2352,0.274,0.2831,0.0594,0.0068,0.0046,18228,18228,9500,12000,5500,46300,57556
Gordon College,Wenham,MA,1984,New England Commission on Higher Education,www.gordon.edu/,1,1,3,4,2,25,1,21,42.590567,-70.82151,0.9176,1215,1255,NA,0.6096,0.0598,0.1211,0.0335,0,0.0024,27040,27040,23250,26250,12000,47700,52119
Gordon-Conwell Theological Seminary,South Hamilton,MA,1982,Commission on Accrediting of the Association of Theological Schools,www.gordonconwell.edu/,1,1,4,4,2,25,1,21,42.613475,-70.846387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,PS,
Greenfield Community College,Greenfield,MA,01301-9739,New England Commission on Higher Education,www.gcc.mass.edu/,1,1,2,2,1,25,1,32,42.599512,-72.630977,NA,NA,1073,NA,0.7027,0.0634,0.1184,0.0457,0.0028,0,5642,11762,5500,8307,4000,36300,37132
Hampshire College,Amherst,MA,01002-5001,New England Commission on Higher Education,www.hampshire.edu/,1,1,3,3,2,25,1,21,42.325852,-72.531469,0.689,NA,505,NA,0.5663,0.0733,0.1465,0.0158,0.004,0,54452,54452,25000,26893,11281,39900,46938
Harvard University,Cambridge,MA,2138,New England Commission on Higher Education,www.harvard.edu/,1,1,3,4,2,25,1,12,42.374471,-71.118313,0.0324,1553,7973,NA,0.3491,0.0896,0.1174,0.2121,0.0028,0.0018,57261,57261,12500,14000,11118,139100,101817
Hebrew College,Newton Centre,MA,02459-2237,New England Commission on Higher Education,www.hebrewcollege.edu/,1,1,3,4,2,25,1,13,42.325677,-71.189226,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,,,PS,NA,
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,02445-7415,New England Commission on Higher Education,www.hchc.edu/,1,1,3,4,2,25,1,21,42.317018,-71.129418,0.5789,NA,31,NA,0.7742,0.0323,0.0323,0.0645,0,0,22490,22490,13521,21500,PS,PS,51724
College of the Holy Cross,Worcester,MA,01610-2395,New England Commission on Higher Education,www.holycross.edu/,1,1,3,3,2,25,1,12,42.23752,-71.808214,0.3636,1361,3062,NA,0.7129,0.0389,0.1179,0.0392,0.0003,0.0003,58360,58360,25879,27000,8704,88600,90543
Holyoke Community College,Holyoke,MA,1040,New England Commission on Higher Education,www.hcc.edu/,1,1,2,2,1,25,1,21,42.194781,-72.651252,NA,NA,3007,NA,0.5357,0.0668,0.2933,0.0316,0.0023,0.001,5570,10514,4750,8250,3600,34900,37277
Lasell University,Newton,MA,2466,New England Commission on Higher Education,www.lasell.edu/,1,1,3,4,2,25,1,13,42.342148,-71.24347,0.7321,1149,1236,NA,0.6254,0.106,0.1383,0.0316,0,0.0008,42630,42630,21500,26000,7255,45700,49705
Lawrence Memorial Hospital School of Nursing,Medford,MA,2155,Accreditation Commission for Education in Nursing,www.lmregis.org/,1,1,2,2,2,25,1,21,42.42581,-71.110958,NA,NA,225,NA,0.5378,0.1644,0.2089,0.0444,0,0,27587,27587,20000,20000,12350,67200,101466
Lesley University,Cambridge,MA,02138-2790,New England Commission on Higher Education,www.lesley.edu/,1,1,3,4,2,25,1,12,42.38012,-71.117303,0.8623,NA,1406,NA,0.5427,0.0853,0.1764,0.0519,0.0036,0.0007,31364,31364,15000,21000,8750,40500,51173
Longy School of Music of Bard College,Cambridge,MA,2138,Middle States Commission on Higher Education,longy.edu/,0,15,1,4,2,25,1,12,42.378657,-71.123479,0.8902,NA,40,NA,0.225,0.05,0,0,0,0,50675,50675,19000,24254,12000,43700,46543
Lowell Academy Hairstyling Institute,Lowell,MA,01852-1909,National Accrediting Commission of Career Arts and Sciences,www.lowellacademy.com/,1,1,1,1,3,25,1,21,42.643609,-71.308309,NA,NA,65,NA,0.6615,0.0462,0.2308,0.0308,0,0,NA,NA,5500,7994,3993,26500,
University of Massachusetts-Lowell,Lowell,MA,1854,New England Commission on Higher Education,www.uml.edu/,1,1,3,4,1,25,1,21,42.652864,-71.326809,0.8595,1255,11985,NA,0.5386,0.0833,0.1423,0.1389,0.0009,0.0006,16182,34550,18250,23704,9750,57200,64874
University of Massachusetts-Amherst,Amherst,MA,1003,New England Commission on Higher Education,www.umass.edu/,1,1,3,4,1,25,1,21,42.385999,-72.526728,0.6352,1376,24111,NA,0.5931,0.0463,0.0844,0.1279,0.0007,0.0006,16952,38171,20000,22763,17112,57700,71631
University of Massachusetts-Boston,Boston,MA,02125-3393,New England Commission on Higher Education,www.umb.edu/,1,1,3,4,1,25,1,11,42.312881,-71.036865,0.8076,1198,11749,NA,0.3294,0.1791,0.1942,0.1594,0.0006,0.0004,15132,36105,15000,21974,10332,53700,65865
Massachusetts Bay Community College,Wellesley Hills,MA,02481-5399,New England Commission on Higher Education,https://www.massbay.edu/,1,1,2,2,1,25,1,21,42.31212,-71.263458,NA,NA,2738,NA,0.4211,0.1549,0.2579,0.0555,0.0029,0.0011,5376,10320,4620,6500,4015,44900,52654
MCPHS University,Boston,MA,02115-5896,New England Commission on Higher Education,www.mcphs.edu/,1,1,3,4,2,25,1,11,42.336825,-71.101244,0.8826,1232,3488,NA,0.3363,0.117,0.1193,0.1995,0.002,0,37230,37230,25000,25000,8750,106500,125557
Massachusetts College of Art and Design,Boston,MA,02115-5882,New England Commission on Higher Education,www.massart.edu/,1,1,3,4,1,25,1,11,42.336862,-71.099275,0.7864,NA,1753,NA,0.522,0.0354,0.146,0.0702,0.0011,0.0011,14570,40960,19500,25755,9500,40700,43582
Massachusetts Institute of Technology,Cambridge,MA,02139-4307,New England Commission on Higher Education,web.mit.edu/,1,1,3,4,2,25,1,12,42.359243,-71.093226,0.0396,1560,4638,NA,0.2208,0.0781,0.1481,0.3409,0.0017,0.0004,57986,57986,12462,14768,6490,153600,143372
Massachusetts Maritime Academy,Buzzards Bay,MA,02532-1803,New England Commission on Higher Education,https://www.maritime.edu/,1,1,3,4,1,25,1,22,41.739072,-70.624084,0.894,NA,1323,NA,0.8314,0.0083,0.0514,0.0098,0.0121,0.0008,10634,24522,20500,25000,8200,96000,82392
University of Massachusetts Chan Medical School,Worcester,MA,1655,New England Commission on Higher Education,www.umassmed.edu/,1,1,4,4,1,25,1,12,42.278002,-71.762144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,198100,
William James College,Newton,MA,2459,New England Commission on Higher Education,www.williamjames.edu/,1,1,3,4,2,25,1,13,42.294995,-71.203256,NA,NA,40,NA,0.5,0.375,0.075,0.025,0,0,NA,NA,,,PS,NA,
Massachusetts School of Barbering,Quincy,MA,2169,Accrediting Commission of Career Schools and Colleges,massschoolofbarbering.com/,1,1,1,1,3,25,1,21,42.247457,-71.001891,NA,NA,54,NA,0.4259,0.2963,0.1481,0.0185,0,0,NA,NA,6252,8294,PS,PS,
Massasoit Community College,Brockton,MA,02302-3996,New England Commission on Higher Education,https://www.massasoit.edu/,1,1,2,2,1,25,1,21,42.07507,-70.989799,NA,NA,3635,NA,0.4751,0.3122,0.1117,0.0226,0.0014,0.0006,5376,10320,5567,10000,5500,38800,46111
Merrimack College,North Andover,MA,1845,New England Commission on Higher Education,https://www.merrimack.edu/,1,1,3,4,2,25,1,21,42.668344,-71.124216,0.7463,NA,4065,NA,0.7843,0.0396,0.0891,0.0155,0.0012,0.0002,49196,49196,23750,27000,8090,62200,75584
MGH Institute of Health Professions,Boston,MA,02129-4557,New England Commission on Higher Education,www.mghihp.edu/,1,1,3,4,2,25,1,11,42.375018,-71.054002,NA,NA,140,NA,0.6643,0.0786,0.1,0.1143,0,0,NA,NA,24700,24961,PS,PS,87130
Middlesex Community College,Bedford,MA,01730-9124,New England Commission on Higher Education,https://www.middlesex.mass.edu/,1,1,2,2,1,25,1,21,42.524328,-71.274931,NA,NA,4558,NA,0.4934,0.1049,0.2104,0.1257,0.0007,0.0011,6048,12120,5187,7291,4382,39200,50651
Montserrat College of Art,Beverly,MA,01915-4508,New England Commission on Higher Education,https://www.montserrat.edu/,1,1,3,3,2,25,1,21,42.550212,-70.876131,NA,NA,291,NA,0.5326,0.0344,0.1237,0.0241,0.0103,0.0034,37850,37850,23707,27000,11000,28800,33022
Mount Holyoke College,South Hadley,MA,01075-1489,New England Commission on Higher Education,https://www.mtholyoke.edu/,1,1,3,4,2,25,1,21,42.25489,-72.573916,0.3976,1432,2183,NA,0.5066,0.0499,0.0852,0.0673,0.0009,0.0009,58498,58498,18258,22902,8750,53900,58418
Mount Wachusett Community College,Gardner,MA,01440-1000,New England Commission on Higher Education,mwcc.edu/,1,1,2,2,1,25,1,41,42.593142,-71.984148,NA,NA,2342,NA,0.623,0.0974,0.1943,0.0256,0.0009,0.0009,5760,10680,5500,10252,4357,36400,41118
Rob Roy Academy-New Bedford,New Bedford,MA,02720-3445,National Accrediting Commission of Career Arts and Sciences,www.rob-roy.com/,1,1,1,1,3,25,1,22,41.671921,-70.925187,NA,NA,6,NA,0.5,0,0.3333,0,0,0,NA,NA,,,PS,PS,
The New England Conservatory of Music,Boston,MA,02115-5018,New England Commission on Higher Education,https://necmusic.edu/,1,1,3,4,2,25,1,11,42.340946,-71.08629,0.3755,NA,363,NA,0.3912,0.0193,0.0303,0.124,0,0,55910,55910,19500,27000,11950,41200,34483
New England College of Optometry,Boston,MA,2115,New England Commission on Higher Education,www.neco.edu/,1,1,4,4,2,25,1,11,42.351853,-71.086829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,95600,
New England Law-Boston,Boston,MA,2116,American Bar Association,www.nesl.edu/,1,1,4,4,2,25,1,11,42.350833,-71.0665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,85200,
Nichols College,Dudley,MA,01571-5000,New England Commission on Higher Education,www.nichols.edu/,1,1,3,4,2,25,1,21,42.044033,-71.930283,0.8486,1060,1164,NA,0.7027,0.1022,0.1125,0.012,0.0009,0.0009,38800,38800,19500,27000,9500,53500,58063
Massachusetts College of Liberal Arts,North Adams,MA,01247-4100,New England Commission on Higher Education,https://www.mcla.edu/,1,1,3,4,1,25,1,31,42.691361,-73.102817,0.9245,NA,760,NA,0.6816,0.1079,0.1066,0.0263,0.0026,0.0026,11590,20535,15750,23750,7500,38300,48102
North Bennet Street School,Boston,MA,2109,Accrediting Commission of Career Schools and Colleges,www.nbss.edu/,1,1,1,1,2,25,1,11,42.36279,-71.05452,NA,NA,152,NA,0.7632,0.0658,0.0329,0.0461,0,0,NA,NA,9500,9500,PS,42200,43993
North Shore Community College,Danvers,MA,01923-0840,New England Commission on Higher Education,www.northshore.edu/,1,1,2,2,1,25,1,21,42.590103,-70.968044,NA,NA,3615,NA,0.4315,0.104,0.3203,0.0473,0.0017,0,5352,10920,5500,9000,4617,38600,45391
Northeastern University,Boston,MA,02115-5005,New England Commission on Higher Education,www.northeastern.edu/,1,1,3,4,2,25,1,11,42.339992,-71.088782,0.068,1505,16172,NA,0.4226,0.0554,0.1138,0.194,0.0006,0.0002,60192,60192,22000,24250,13500,74200,92538
