ID,Crash Type,Light Condition
3679,Not Head-On,Daylight
3680,Not Head-On,Daylight
3681,Not Head-On,Daylight
3682,Not Head-On,Daylight
3683,Not Head-On,Daylight
3684,Not Head-On,Daylight
3685,Not Head-On,Daylight
3686,Not Head-On,Daylight
3687,Not Head-On,Daylight
3688,Not Head-On,Daylight
3689,Not Head-On,Not Daylight
3690,Not Head-On,Not Daylight
3691,Not Head-On,Not Daylight
3692,Not Head-On,Daylight
3693,Not Head-On,Not Daylight
3694,Not Head-On,Daylight
3695,Not Head-On,Daylight
3696,Not Head-On,Daylight
3697,Not Head-On,Daylight
3698,Not Head-On,Daylight
3699,Not Head-On,Daylight
3700,Not Head-On,Daylight
3701,Not Head-On,Daylight
3702,Not Head-On,Daylight
3703,Not Head-On,Daylight
3704,Not Head-On,Not Daylight
3705,Not Head-On,Daylight
3706,Not Head-On,Daylight
3707,Head-on,Daylight
3708,Not Head-On,Daylight
3709,Not Head-On,Not Daylight
3710,Not Head-On,Daylight
3711,Not Head-On,Daylight
3712,Not Head-On,Daylight
3713,Not Head-On,Daylight
3714,Not Head-On,Daylight
3715,Not Head-On,Daylight
3716,Not Head-On,Daylight
3717,Not Head-On,Not Daylight
3718,Not Head-On,Daylight
3719,Not Head-On,Not Daylight
3720,Not Head-On,Not Daylight
3721,Not Head-On,Daylight
3722,Not Head-On,Not Daylight
3723,Not Head-On,Not Daylight
3724,Head-on,Daylight
3725,Not Head-On,Not Daylight
3726,Not Head-On,Not Daylight
3727,Not Head-On,Not Daylight
3728,Not Head-On,Daylight
3729,Not Head-On,Daylight
3730,Not Head-On,Daylight
3731,Not Head-On,Not Daylight
3732,Not Head-On,Daylight
3733,Not Head-On,Daylight
3734,Not Head-On,Daylight
3735,Not Head-On,Daylight
3736,Not Head-On,Not Daylight
3737,Not Head-On,Daylight
3738,Not Head-On,Daylight
3739,Not Head-On,Daylight
3740,Not Head-On,Daylight
3741,Not Head-On,Daylight
3742,Not Head-On,Daylight
3743,Not Head-On,Not Daylight
3744,Not Head-On,Not Daylight
3745,Not Head-On,Daylight
3746,Not Head-On,Not Daylight
3747,Not Head-On,Daylight
3748,Head-on,Not Daylight
3749,Not Head-On,Daylight
3750,Not Head-On,Not Daylight
3751,Not Head-On,Not Daylight
3752,Not Head-On,Daylight
3753,Not Head-On,Daylight
3754,Not Head-On,Daylight
3755,Not Head-On,Not Daylight
3756,Not Head-On,Not Daylight
3757,Not Head-On,Daylight
3758,Not Head-On,Daylight
3759,Not Head-On,Daylight
3760,Not Head-On,Daylight
3761,Not Head-On,Daylight
3762,Not Head-On,Daylight
3763,Not Head-On,Not Daylight
3764,Not Head-On,Daylight
3765,Not Head-On,Not Daylight
3766,Not Head-On,Not Daylight
3767,Not Head-On,Daylight
3768,Not Head-On,Daylight
3769,Not Head-On,Daylight
3770,Not Head-On,Daylight
3771,Not Head-On,Not Daylight
3772,Not Head-On,Daylight
3773,Not Head-On,Daylight
3774,Head-on,Not Daylight
3775,Not Head-On,Not Daylight
3776,Not Head-On,Daylight
3777,Not Head-On,Daylight
3778,Not Head-On,Not Daylight
3779,Not Head-On,Daylight
3780,Not Head-On,Daylight
3781,Not Head-On,Daylight
3782,Not Head-On,Daylight
3783,Not Head-On,Not Daylight
3784,Not Head-On,Not Daylight
3785,Not Head-On,Daylight
3786,Not Head-On,Daylight
3787,Not Head-On,Not Daylight
3788,Not Head-On,Daylight
3789,Not Head-On,Not Daylight
3790,Not Head-On,Daylight
3791,Not Head-On,Daylight
3792,Not Head-On,Daylight
3793,Not Head-On,Not Daylight
3794,Not Head-On,Daylight
3795,Not Head-On,Daylight
3796,Not Head-On,Daylight
3797,Not Head-On,Daylight
3798,Not Head-On,Not Daylight
3799,Not Head-On,Not Daylight
3800,Not Head-On,Not Daylight
3801,Not Head-On,Daylight
3802,Not Head-On,Daylight
3803,Not Head-On,Daylight
3804,Head-on,Daylight
3805,Not Head-On,Daylight
3806,Not Head-On,Daylight
3807,Not Head-On,Not Daylight
3808,Not Head-On,Daylight
3809,Not Head-On,Daylight
3810,Not Head-On,Daylight
3811,Not Head-On,Daylight
3812,Not Head-On,Daylight
3813,Head-on,Daylight
3814,Not Head-On,Not Daylight
3815,Not Head-On,Daylight
3816,Not Head-On,Not Daylight
3817,Not Head-On,Daylight
3818,Not Head-On,Daylight
3819,Head-on,Daylight
3820,Head-on,Daylight
3821,Not Head-On,Not Daylight
3822,Not Head-On,Not Daylight
3823,Not Head-On,Not Daylight
3824,Not Head-On,Daylight
3825,Not Head-On,Not Daylight
3826,Not Head-On,Not Daylight
3827,Not Head-On,Daylight
3828,Not Head-On,Not Daylight
3829,Not Head-On,Daylight
3830,Not Head-On,Daylight
3831,Not Head-On,Not Daylight
3832,Not Head-On,Daylight
3833,Not Head-On,Daylight
3834,Not Head-On,Daylight
3835,Not Head-On,Not Daylight
3836,Not Head-On,Daylight
3837,Head-on,Daylight
3838,Not Head-On,Daylight
3839,Not Head-On,Daylight
3840,Not Head-On,Not Daylight
3841,Not Head-On,Daylight
3842,Not Head-On,Daylight
3843,Not Head-On,Daylight
3844,Not Head-On,Daylight
3845,Not Head-On,Daylight
3846,Not Head-On,Daylight
3847,Not Head-On,Daylight
3848,Not Head-On,Daylight
3849,Not Head-On,Daylight
3850,Not Head-On,Daylight
3851,Not Head-On,Daylight
3852,Not Head-On,Daylight
3853,Not Head-On,Daylight
3854,Not Head-On,Not Daylight
3855,Not Head-On,Daylight
3856,Not Head-On,Daylight
3857,Not Head-On,Daylight
3858,Not Head-On,Daylight
3859,Not Head-On,Daylight
3860,Not Head-On,Daylight
3861,Not Head-On,Not Daylight
3862,Not Head-On,Daylight
3863,Not Head-On,Daylight
3864,Head-on,Daylight
3865,Not Head-On,Daylight
3866,Not Head-On,Daylight
3867,Head-on,Daylight
3868,Not Head-On,Daylight
3869,Not Head-On,Daylight
3870,Not Head-On,Daylight
3871,Not Head-On,Daylight
3872,Not Head-On,Daylight
3873,Not Head-On,Daylight
3874,Not Head-On,Daylight
3875,Head-on,Daylight
3876,Not Head-On,Daylight
3877,Not Head-On,Daylight
3878,Not Head-On,Daylight
3879,Not Head-On,Daylight
3880,Not Head-On,Daylight
3881,Not Head-On,Daylight
3882,Not Head-On,Not Daylight
3883,Head-on,Not Daylight
3884,Not Head-On,Daylight
3885,Not Head-On,Daylight
3886,Not Head-On,Not Daylight
3887,Not Head-On,Daylight
3888,Not Head-On,Not Daylight
3889,Not Head-On,Daylight
3890,Not Head-On,Not Daylight
3891,Not Head-On,Daylight
3892,Not Head-On,Daylight
3893,Not Head-On,Not Daylight
3894,Head-on,Daylight
3895,Not Head-On,Daylight
3896,Not Head-On,Not Daylight
3897,Not Head-On,Daylight
3898,Not Head-On,Not Daylight
3899,Not Head-On,Daylight
3900,Not Head-On,Daylight
3901,Not Head-On,Daylight
3902,Not Head-On,Not Daylight
3903,Not Head-On,Not Daylight
3904,Not Head-On,Daylight
3905,Not Head-On,Not Daylight
3906,Not Head-On,Daylight
3907,Head-on,Not Daylight
3908,Not Head-On,Not Daylight
3909,Not Head-On,Not Daylight
3910,Not Head-On,Daylight
3911,Not Head-On,Daylight
3912,Not Head-On,Daylight
3913,Not Head-On,Daylight
3914,Not Head-On,Not Daylight
3915,Not Head-On,Not Daylight
3916,Not Head-On,Daylight
3917,Not Head-On,Daylight
3918,Not Head-On,Not Daylight
3919,Not Head-On,Not Daylight
3920,Not Head-On,Daylight
3921,Not Head-On,Daylight
3922,Not Head-On,Daylight
3923,Not Head-On,Daylight
3924,Not Head-On,Not Daylight
3925,Not Head-On,Daylight
3926,Not Head-On,Daylight
3927,Not Head-On,Daylight
3928,Not Head-On,Daylight
3929,Not Head-On,Not Daylight
3930,Not Head-On,Daylight
3931,Not Head-On,Daylight
3932,Not Head-On,Daylight
3933,Not Head-On,Daylight
3934,Not Head-On,Not Daylight
3935,Not Head-On,Not Daylight
3936,Not Head-On,Daylight
3937,Not Head-On,Daylight
3938,Head-on,Daylight
3939,Not Head-On,Daylight
3940,Not Head-On,Daylight
3941,Not Head-On,Daylight
3942,Not Head-On,Daylight
3943,Not Head-On,Not Daylight
3944,Not Head-On,Daylight
3945,Not Head-On,Daylight
3946,Not Head-On,Not Daylight
3947,Not Head-On,Not Daylight
3948,Not Head-On,Daylight
3949,Not Head-On,Daylight
3950,Not Head-On,Not Daylight
3951,Not Head-On,Daylight
3952,Not Head-On,Not Daylight
3953,Not Head-On,Daylight
3954,Not Head-On,Daylight
3955,Not Head-On,Not Daylight
3956,Not Head-On,Daylight
3957,Not Head-On,Not Daylight
3958,Not Head-On,Not Daylight
3959,Not Head-On,Daylight
3960,Not Head-On,Daylight
3961,Not Head-On,Daylight
3962,Not Head-On,Daylight
3963,Not Head-On,Daylight
3964,Not Head-On,Daylight
3965,Not Head-On,Daylight
3966,Not Head-On,Daylight
3967,Not Head-On,Daylight
3968,Not Head-On,Daylight
3969,Not Head-On,Not Daylight
3970,Not Head-On,Daylight
3971,Not Head-On,Daylight
3972,Not Head-On,Daylight
3973,Not Head-On,Not Daylight
3974,Not Head-On,Not Daylight
3975,Not Head-On,Not Daylight
3976,Not Head-On,Not Daylight
3977,Not Head-On,Daylight
3978,Not Head-On,Not Daylight
3979,Not Head-On,Daylight
3980,Not Head-On,Not Daylight
3981,Not Head-On,Daylight
3982,Not Head-On,Daylight
3983,Not Head-On,Daylight
3984,Not Head-On,Daylight
3985,Not Head-On,Daylight
3986,Not Head-On,Daylight
3987,Not Head-On,Daylight
3988,Not Head-On,Daylight
3989,Not Head-On,Daylight
3990,Not Head-On,Daylight
3991,Not Head-On,Daylight
3992,Not Head-On,Daylight
3993,Not Head-On,Not Daylight
3994,Not Head-On,Daylight
3995,Not Head-On,Not Daylight
3996,Not Head-On,Daylight
3997,Not Head-On,Not Daylight
3998,Not Head-On,Daylight
3999,Not Head-On,Daylight
4000,Not Head-On,Daylight
4001,Not Head-On,Daylight
4002,Not Head-On,Daylight
4003,Not Head-On,Daylight
4004,Not Head-On,Daylight
4005,Not Head-On,Not Daylight
4006,Head-on,Not Daylight
4007,Not Head-On,Daylight
4008,Not Head-On,Not Daylight
4009,Not Head-On,Daylight
4010,Not Head-On,Daylight
4011,Not Head-On,Not Daylight
4012,Head-on,Not Daylight
4013,Not Head-On,Daylight
4014,Not Head-On,Not Daylight
4015,Not Head-On,Daylight
4016,Not Head-On,Daylight
4017,Not Head-On,Not Daylight
4018,Not Head-On,Daylight
4019,Not Head-On,Daylight
4020,Not Head-On,Not Daylight
4021,Not Head-On,Not Daylight
4022,Not Head-On,Not Daylight
4023,Not Head-On,Daylight
4024,Not Head-On,Daylight
4025,Not Head-On,Daylight
4026,Not Head-On,Daylight
4027,Not Head-On,Daylight
4028,Not Head-On,Not Daylight
4029,Not Head-On,Daylight
4030,Not Head-On,Not Daylight
4031,Not Head-On,Daylight
4032,Not Head-On,Daylight
4033,Not Head-On,Daylight
4034,Not Head-On,Daylight
4035,Not Head-On,Not Daylight
4036,Not Head-On,Daylight
4037,Not Head-On,Daylight
4038,Not Head-On,Daylight
4039,Not Head-On,Daylight
4040,Not Head-On,Daylight
4041,Not Head-On,Daylight
4042,Not Head-On,Not Daylight
4043,Not Head-On,Daylight
4044,Not Head-On,Daylight
4045,Not Head-On,Daylight
4046,Not Head-On,Daylight
4047,Not Head-On,Daylight
4048,Not Head-On,Not Daylight
4049,Not Head-On,Daylight
4050,Not Head-On,Not Daylight
4051,Not Head-On,Daylight
4052,Not Head-On,Not Daylight
4053,Not Head-On,Daylight
4054,Not Head-On,Daylight
4055,Not Head-On,Daylight
4056,Not Head-On,Daylight
4057,Not Head-On,Daylight
4058,Head-on,Daylight
4059,Not Head-On,Not Daylight
4060,Not Head-On,Not Daylight
4061,Not Head-On,Daylight
4062,Not Head-On,Not Daylight
4063,Not Head-On,Daylight
4064,Not Head-On,Daylight
4065,Not Head-On,Not Daylight
4066,Not Head-On,Not Daylight
4067,Not Head-On,Not Daylight
4068,Not Head-On,Not Daylight
4069,Not Head-On,Not Daylight
4070,Not Head-On,Not Daylight
4071,Not Head-On,Daylight
4072,Not Head-On,Not Daylight
4073,Not Head-On,Daylight
4074,Not Head-On,Daylight
4075,Not Head-On,Not Daylight
4076,Not Head-On,Not Daylight
4077,Not Head-On,Daylight
4078,Not Head-On,Daylight
4079,Not Head-On,Not Daylight
4080,Head-on,Daylight
4081,Not Head-On,Daylight
4082,Not Head-On,Daylight
4083,Head-on,Not Daylight
4084,Not Head-On,Not Daylight
4085,Not Head-On,Daylight
4086,Head-on,Daylight
4087,Head-on,Not Daylight
4088,Not Head-On,Not Daylight
4089,Head-on,Daylight
4090,Head-on,Daylight
4091,Not Head-On,Daylight
4092,Not Head-On,Daylight
4093,Not Head-On,Daylight
4094,Not Head-On,Daylight
4095,Not Head-On,Not Daylight
4096,Not Head-On,Daylight
4097,Not Head-On,Not Daylight
4098,Not Head-On,Daylight
4099,Not Head-On,Daylight
4100,Head-on,Daylight
4101,Not Head-On,Not Daylight
4102,Not Head-On,Daylight
4103,Not Head-On,Daylight
4104,Not Head-On,Daylight
4105,Not Head-On,Daylight
4106,Not Head-On,Daylight
4107,Not Head-On,Daylight
4108,Not Head-On,Not Daylight
4109,Not Head-On,Not Daylight
4110,Not Head-On,Daylight
4111,Not Head-On,Daylight
4112,Not Head-On,Not Daylight
4113,Not Head-On,Not Daylight
4114,Not Head-On,Not Daylight
4115,Not Head-On,Not Daylight
4116,Not Head-On,Daylight
4117,Not Head-On,Not Daylight
4118,Not Head-On,Daylight
4119,Not Head-On,Daylight
4120,Not Head-On,Not Daylight
4121,Not Head-On,Not Daylight
4122,Not Head-On,Daylight
4123,Not Head-On,Daylight
4124,Not Head-On,Daylight
4125,Not Head-On,Not Daylight
4126,Not Head-On,Not Daylight
4127,Not Head-On,Daylight
4128,Not Head-On,Daylight
4129,Not Head-On,Daylight
4130,Not Head-On,Daylight
4131,Not Head-On,Daylight
4132,Not Head-On,Daylight
4133,Not Head-On,Daylight
4134,Not Head-On,Daylight
4135,Not Head-On,Daylight
4136,Not Head-On,Daylight
4137,Not Head-On,Not Daylight
4138,Not Head-On,Not Daylight
4139,Not Head-On,Daylight
4140,Not Head-On,Daylight
4141,Not Head-On,Daylight
4142,Not Head-On,Daylight
4143,Not Head-On,Daylight
4144,Not Head-On,Not Daylight
4145,Not Head-On,Daylight
4146,Not Head-On,Daylight
4147,Not Head-On,Daylight
4148,Not Head-On,Daylight
4149,Not Head-On,Daylight
4150,Not Head-On,Daylight
4151,Not Head-On,Daylight
4152,Not Head-On,Daylight
4153,Not Head-On,Daylight
4154,Not Head-On,Daylight
4155,Not Head-On,Daylight
4156,Not Head-On,Not Daylight
4157,Not Head-On,Not Daylight
4158,Not Head-On,Daylight
4159,Not Head-On,Not Daylight
4160,Not Head-On,Not Daylight
4161,Not Head-On,Daylight
4162,Not Head-On,Daylight
4163,Not Head-On,Daylight
4164,Not Head-On,Daylight
4165,Not Head-On,Daylight
4166,Not Head-On,Daylight
4167,Not Head-On,Not Daylight
4168,Not Head-On,Daylight
4169,Not Head-On,Not Daylight
4170,Not Head-On,Daylight
4171,Not Head-On,Daylight
4172,Not Head-On,Daylight
4173,Not Head-On,Daylight
4174,Not Head-On,Daylight
4175,Not Head-On,Daylight
4176,Not Head-On,Daylight
4177,Not Head-On,Not Daylight
4178,Not Head-On,Not Daylight
4179,Not Head-On,Not Daylight
4180,Not Head-On,Daylight
4181,Not Head-On,Daylight
4182,Not Head-On,Daylight
4183,Not Head-On,Not Daylight
4184,Not Head-On,Not Daylight
4185,Not Head-On,Not Daylight
4186,Not Head-On,Daylight
4187,Not Head-On,Daylight
4188,Not Head-On,Daylight
4189,Not Head-On,Daylight
4190,Not Head-On,Not Daylight
4191,Not Head-On,Daylight
4192,Not Head-On,Not Daylight
4193,Not Head-On,Daylight
4194,Not Head-On,Daylight
4195,Head-on,Not Daylight
4196,Not Head-On,Not Daylight
4197,Not Head-On,Not Daylight
4198,Not Head-On,Daylight
4199,Not Head-On,Daylight
4200,Not Head-On,Daylight
4201,Not Head-On,Daylight
4202,Not Head-On,Daylight
4203,Head-on,Daylight
4204,Not Head-On,Daylight
4205,Not Head-On,Daylight
4206,Not Head-On,Daylight
4207,Not Head-On,Not Daylight
4208,Not Head-On,Daylight
4209,Not Head-On,Daylight
4210,Not Head-On,Daylight
4211,Not Head-On,Daylight
4212,Not Head-On,Not Daylight
4213,Not Head-On,Not Daylight
4214,Not Head-On,Daylight
4215,Not Head-On,Not Daylight
4216,Not Head-On,Not Daylight
4217,Not Head-On,Daylight
4218,Not Head-On,Daylight
4219,Head-on,Daylight
4220,Not Head-On,Daylight
4221,Not Head-On,Daylight
4222,Not Head-On,Not Daylight
4223,Not Head-On,Daylight
4224,Not Head-On,Daylight
4225,Not Head-On,Daylight
4226,Not Head-On,Daylight
4227,Not Head-On,Not Daylight
4228,Not Head-On,Daylight
4229,Not Head-On,Daylight
4230,Not Head-On,Not Daylight
4231,Not Head-On,Not Daylight
4232,Not Head-On,Daylight
4233,Not Head-On,Daylight
4234,Not Head-On,Not Daylight
4235,Not Head-On,Not Daylight
4236,Not Head-On,Daylight
4237,Not Head-On,Not Daylight
4238,Not Head-On,Daylight
4239,Not Head-On,Not Daylight
4240,Not Head-On,Daylight
4241,Not Head-On,Daylight
4242,Not Head-On,Not Daylight
4243,Not Head-On,Daylight
4244,Not Head-On,Daylight
4245,Head-on,Daylight
4246,Not Head-On,Not Daylight
4247,Not Head-On,Not Daylight
4248,Not Head-On,Daylight
4249,Not Head-On,Not Daylight
4250,Not Head-On,Daylight
4251,Not Head-On,Daylight
4252,Not Head-On,Daylight
4253,Not Head-On,Not Daylight
4254,Not Head-On,Daylight
4255,Not Head-On,Daylight
4256,Not Head-On,Daylight
4257,Head-on,Daylight
4258,Head-on,Daylight
4259,Not Head-On,Daylight
4260,Not Head-On,Daylight
4261,Not Head-On,Daylight
4262,Not Head-On,Not Daylight
4263,Not Head-On,Daylight
4264,Not Head-On,Daylight
4265,Not Head-On,Daylight
4266,Not Head-On,Daylight
4267,Not Head-On,Daylight
4268,Not Head-On,Not Daylight
4269,Not Head-On,Not Daylight
4270,Head-on,Not Daylight
4271,Not Head-On,Daylight
4272,Not Head-On,Not Daylight
4273,Not Head-On,Not Daylight
4274,Not Head-On,Daylight
4275,Not Head-On,Daylight
4276,Not Head-On,Daylight
4277,Not Head-On,Daylight
4278,Not Head-On,Daylight
4279,Not Head-On,Daylight
4280,Not Head-On,Daylight
4281,Not Head-On,Daylight
4282,Not Head-On,Not Daylight
4283,Not Head-On,Daylight
4284,Not Head-On,Daylight
4285,Head-on,Not Daylight
4286,Not Head-On,Daylight
4287,Not Head-On,Daylight
4288,Not Head-On,Daylight
4289,Not Head-On,Daylight
4290,Head-on,Daylight
4291,Not Head-On,Daylight
4292,Not Head-On,Daylight
4293,Not Head-On,Daylight
4294,Not Head-On,Not Daylight
4295,Not Head-On,Daylight
4296,Not Head-On,Daylight
4297,Not Head-On,Not Daylight
4298,Not Head-On,Not Daylight
4299,Not Head-On,Daylight
4300,Not Head-On,Daylight
4301,Not Head-On,Daylight
4302,Not Head-On,Daylight
4303,Not Head-On,Not Daylight
4304,Not Head-On,Daylight
4305,Not Head-On,Daylight
4306,Not Head-On,Daylight
4307,Not Head-On,Daylight
4308,Not Head-On,Daylight
4309,Not Head-On,Not Daylight
4310,Not Head-On,Daylight
4311,Not Head-On,Daylight
4312,Head-on,Not Daylight
4313,Not Head-On,Not Daylight
4314,Not Head-On,Not Daylight
4315,Not Head-On,Daylight
4316,Not Head-On,Daylight
4317,Not Head-On,Daylight
4318,Not Head-On,Daylight
4319,Not Head-On,Daylight
4320,Not Head-On,Daylight
4321,Not Head-On,Daylight
4322,Not Head-On,Daylight
4323,Not Head-On,Daylight
4324,Not Head-On,Not Daylight
4325,Not Head-On,Daylight
4326,Not Head-On,Daylight
4327,Not Head-On,Daylight
4328,Not Head-On,Daylight
4329,Not Head-On,Daylight
4330,Not Head-On,Daylight
4331,Not Head-On,Daylight
4332,Not Head-On,Daylight
4333,Not Head-On,Daylight
4334,Not Head-On,Daylight
4335,Not Head-On,Daylight
4336,Not Head-On,Daylight
4337,Not Head-On,Daylight
4338,Not Head-On,Not Daylight
4339,Not Head-On,Daylight
4340,Not Head-On,Daylight
4341,Not Head-On,Daylight
4342,Not Head-On,Not Daylight
4343,Not Head-On,Daylight
4344,Not Head-On,Daylight
4345,Not Head-On,Daylight
4346,Not Head-On,Daylight
4347,Not Head-On,Daylight
4348,Not Head-On,Not Daylight
4349,Not Head-On,Daylight
4350,Not Head-On,Daylight
4351,Head-on,Daylight
4352,Not Head-On,Daylight
4353,Not Head-On,Daylight
4354,Not Head-On,Daylight
4355,Not Head-On,Not Daylight
4356,Not Head-On,Daylight
4357,Not Head-On,Daylight
4358,Head-on,Not Daylight
4359,Not Head-On,Daylight
4360,Not Head-On,Daylight
4361,Not Head-On,Daylight
4362,Not Head-On,Daylight
4363,Not Head-On,Daylight
4364,Not Head-On,Daylight
4365,Not Head-On,Daylight
4366,Not Head-On,Daylight
4367,Not Head-On,Daylight
4368,Not Head-On,Daylight
4369,Not Head-On,Daylight
4370,Not Head-On,Daylight
4371,Not Head-On,Daylight
4372,Not Head-On,Daylight
4373,Not Head-On,Daylight
4374,Not Head-On,Daylight
4375,Not Head-On,Daylight
4376,Not Head-On,Daylight
4377,Not Head-On,Daylight
4378,Not Head-On,Not Daylight
4379,Not Head-On,Daylight
4380,Not Head-On,Not Daylight
4381,Not Head-On,Daylight
4382,Not Head-On,Daylight
4383,Not Head-On,Daylight
4384,Not Head-On,Not Daylight
4385,Not Head-On,Daylight
4386,Head-on,Daylight
4387,Not Head-On,Not Daylight
4388,Not Head-On,Daylight
4389,Not Head-On,Daylight
4390,Not Head-On,Daylight
4391,Not Head-On,Daylight
4392,Not Head-On,Daylight
4393,Not Head-On,Daylight
4394,Head-on,Daylight
4395,Not Head-On,Daylight
4396,Head-on,Daylight
4397,Not Head-On,Daylight
4398,Not Head-On,Daylight
4399,Not Head-On,Daylight
4400,Not Head-On,Not Daylight
4401,Not Head-On,Daylight
4402,Not Head-On,Daylight
4403,Not Head-On,Daylight
4404,Not Head-On,Not Daylight
4405,Not Head-On,Daylight
4406,Not Head-On,Daylight
4407,Not Head-On,Daylight
4408,Not Head-On,Not Daylight
4409,Not Head-On,Daylight
4410,Not Head-On,Daylight
4411,Not Head-On,Not Daylight
4412,Not Head-On,Daylight
4413,Not Head-On,Daylight
4414,Not Head-On,Daylight
4415,Not Head-On,Daylight
4416,Not Head-On,Not Daylight
4417,Not Head-On,Daylight
4418,Not Head-On,Daylight
4419,Not Head-On,Daylight
4420,Not Head-On,Not Daylight
4421,Not Head-On,Not Daylight
4422,Not Head-On,Daylight
4423,Not Head-On,Daylight
4424,Not Head-On,Daylight
4425,Not Head-On,Daylight
4426,Not Head-On,Daylight
4427,Not Head-On,Not Daylight
4428,Not Head-On,Daylight
4429,Not Head-On,Daylight
4430,Not Head-On,Not Daylight
4431,Not Head-On,Not Daylight
4432,Not Head-On,Daylight
4433,Not Head-On,Daylight
4434,Not Head-On,Daylight
4435,Not Head-On,Daylight
4436,Not Head-On,Not Daylight
4437,Not Head-On,Not Daylight
4438,Not Head-On,Daylight
4439,Not Head-On,Daylight
4440,Not Head-On,Daylight
4441,Not Head-On,Not Daylight
4442,Not Head-On,Not Daylight
4443,Not Head-On,Not Daylight
4444,Not Head-On,Daylight
4445,Not Head-On,Not Daylight
4446,Not Head-On,Daylight
4447,Not Head-On,Not Daylight
4448,Not Head-On,Daylight
4449,Not Head-On,Daylight
4450,Not Head-On,Daylight
4451,Not Head-On,Not Daylight
4452,Not Head-On,Daylight
4453,Head-on,Daylight
4454,Not Head-On,Not Daylight
4455,Not Head-On,Daylight
4456,Not Head-On,Not Daylight
4457,Not Head-On,Daylight
4458,Not Head-On,Not Daylight
4459,Not Head-On,Daylight
4460,Not Head-On,Daylight
4461,Not Head-On,Not Daylight
4462,Not Head-On,Not Daylight
4463,Not Head-On,Daylight
4464,Not Head-On,Not Daylight
4465,Not Head-On,Daylight
4466,Not Head-On,Daylight
4467,Not Head-On,Not Daylight
4468,Not Head-On,Daylight
4469,Not Head-On,Not Daylight
4470,Not Head-On,Daylight
4471,Not Head-On,Daylight
4472,Not Head-On,Not Daylight
4473,Not Head-On,Daylight
4474,Not Head-On,Daylight
4475,Not Head-On,Daylight
4476,Not Head-On,Daylight
4477,Not Head-On,Daylight
4478,Not Head-On,Daylight
4479,Not Head-On,Not Daylight
4480,Not Head-On,Daylight
4481,Not Head-On,Not Daylight
4482,Not Head-On,Not Daylight
4483,Not Head-On,Daylight
4484,Not Head-On,Not Daylight
4485,Not Head-On,Daylight
4486,Not Head-On,Not Daylight
4487,Not Head-On,Daylight
4488,Not Head-On,Daylight
4489,Not Head-On,Not Daylight
4490,Not Head-On,Daylight
4491,Not Head-On,Not Daylight
4492,Not Head-On,Daylight
4493,Not Head-On,Daylight
4494,Not Head-On,Daylight
4495,Head-on,Daylight
4496,Not Head-On,Daylight
4497,Not Head-On,Daylight
4498,Not Head-On,Daylight
4499,Not Head-On,Daylight
4500,Not Head-On,Not Daylight
4501,Not Head-On,Not Daylight
4502,Not Head-On,Daylight
4503,Not Head-On,Not Daylight
4504,Not Head-On,Daylight
4505,Not Head-On,Daylight
4506,Head-on,Daylight
4507,Not Head-On,Daylight
4508,Not Head-On,Daylight
4509,Not Head-On,Daylight
4510,Not Head-On,Daylight
4511,Not Head-On,Not Daylight
4512,Not Head-On,Daylight
4513,Not Head-On,Daylight
4514,Not Head-On,Daylight
4515,Head-on,Not Daylight
4516,Not Head-On,Daylight
4517,Not Head-On,Not Daylight
4518,Not Head-On,Not Daylight
4519,Not Head-On,Daylight
4520,Not Head-On,Daylight
4521,Not Head-On,Daylight
4522,Not Head-On,Daylight
4523,Not Head-On,Daylight
4524,Not Head-On,Daylight
4525,Not Head-On,Not Daylight
4526,Not Head-On,Daylight
4527,Not Head-On,Daylight
4528,Not Head-On,Daylight
4529,Not Head-On,Daylight
4530,Not Head-On,Not Daylight
4531,Not Head-On,Daylight
4532,Not Head-On,Not Daylight
4533,Not Head-On,Daylight
4534,Not Head-On,Daylight
4535,Not Head-On,Daylight
4536,Not Head-On,Not Daylight
4537,Not Head-On,Not Daylight
4538,Not Head-On,Daylight
4539,Not Head-On,Daylight
4540,Not Head-On,Daylight
4541,Not Head-On,Not Daylight
4542,Not Head-On,Not Daylight
4543,Not Head-On,Daylight
4544,Not Head-On,Daylight
4545,Not Head-On,Daylight
4546,Not Head-On,Daylight
4547,Not Head-On,Daylight
4548,Not Head-On,Daylight
4549,Not Head-On,Not Daylight
4550,Not Head-On,Daylight
4551,Head-on,Not Daylight
4552,Not Head-On,Daylight
4553,Not Head-On,Daylight
4554,Not Head-On,Not Daylight
4555,Not Head-On,Not Daylight
4556,Not Head-On,Daylight
4557,Not Head-On,Daylight
4558,Not Head-On,Daylight
4559,Not Head-On,Daylight
4560,Not Head-On,Daylight
4561,Not Head-On,Daylight
4562,Not Head-On,Not Daylight
4563,Not Head-On,Daylight
4564,Not Head-On,Daylight
4565,Not Head-On,Daylight
4566,Not Head-On,Daylight
4567,Not Head-On,Daylight
4568,Not Head-On,Daylight
4569,Not Head-On,Not Daylight
4570,Not Head-On,Daylight
4571,Not Head-On,Not Daylight
4572,Not Head-On,Daylight
4573,Not Head-On,Not Daylight
4574,Not Head-On,Daylight
4575,Not Head-On,Daylight
4576,Not Head-On,Daylight
4577,Not Head-On,Not Daylight
4578,Not Head-On,Daylight
4579,Not Head-On,Daylight
4580,Not Head-On,Daylight
4581,Not Head-On,Daylight
